;index;Genre;Age;Taille;Poids;IMC;Activité physique;Régime particulier;Végé;Fréquence CROUS;Equilibre alim;Seule ou en groupe;Nb groupe entrée;Proximité;Connaissance;Parti groupe;Influ sociale;Percept senso;Nb file;Faim;Stress;Nb convives;Ami 1;Ami 2;Ami 3;Ami 4;Ami 5;chou;saladelentilles;champignons;carottesrapees;oeufmimosa;saladepates;artichauts;salami;coeursdepalmiers;tomates;surimi;minisandwich;saladeriz;betterave;pate;rillettepoisson;saladepommesdeterre;torsades;feuilletesaumonoseille;boeufbourguignon;kebab;risottocourgettes;pizzaraclette;faux-filet;pizzamerguezpoivrons;hamburger;escalopeviennoise;brocolis;frites;ratatouille;filetdepoulet;tajinevege;pavedecabillaud;burgervege;pizza;pommesdeterrevapeur;juliennedelegumes;cordonbleu;boulettesviande;rotilegumestofu;pavedepoissonbordelaise;pizzakebab;entrecote;riz;rotidelegumestofu;poissonpane;spaghettis;mousselinedepotiron;légumes;yaourtauxfruits;oeufalaneige;faissellenature;yaourtnature;fromageblancfruitsrouges;banane;mimolette;flancchocolat;orange;pomme;kiwi;saladeverte;moussenoixdecoco;liegeois;compote;petitsuissenature;fromageblanc;madeleine;tarteauxfruits;yaourtauxfruitsenmorceaux;parisbrest;poire;pruneauxausirop;emmental;bleudauvergneaop;cremepraline;gateaudesemoule;cocktailfruitsexotiques;roquefort;cantalaop;count_fruits;count_fromage;count_crudites;count_saladefeculents;count_charcuterie;count_viande;count_poisson;count_vege;count_yaourt;count_dessertgourmand;count_cremedessert;count_accompagnement;onehot_fruits;onehot_fromage;onehot_crudites;onehot_saladefeculents;onehot_charcuterie;onehot_viande;onehot_poisson;onehot_vege;onehot_yaourt;onehot_dessertgourmand;onehot_cremedessert;onehot_accompagnement
91;2L2Z;0;19;1,59;51;20,17325264;2;1;1;2;4;0;6;1;0;0;0;2;0;2;3;6;8W4Q;6U3B;4A1V;8B8H;0R4X;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;1
92;2M7S;1;18;1,7;58;20,06920415;2;0;0;2;2;1;3;1;1;1;0;2;0;2;1;3;8U4I;7D4K;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
93;2N5P;1;18;1,89;77;21,55594748;1;0;0;1;2;1;3;1;1;1;0;3;0;2;0;2;7H7Y;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;1;1;0;1;0;0;1
94;2Q6Z;1;18;1,7;58;20,06920415;2;0;0;2;2;0;3;1;1;1;2;2;2;3;0;3;2B6T;6C9V;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;2;1;0;0;0;0;1;0;0;0;1;0;1
95;2Q8X;0;29;1,76;69;22,27530992;0;0;0;2;2;1;3;1;0;0;0;2;0;0;2;6;1C5X;4C3L;7B2H;8S7L;6O7D;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;0;1;0;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;1
96;2R7A;1;23;1,83;79,9;23,85858043;1;0;0;1;0;1;10;1;1;1;1;1;0;2;3;10;4A7O;9B5K;1R9D;0F1W;3O6U;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;2;0;0;1;0;0;0;0;1;1;0;0;1
97;2R9X;1;20;1,87;75;21,44756785;2;0;1;1;2;1;4;0;0;0;0;2;0;2;1;3;2Z9A;1U7O;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;1
98;2U2X;1;20;1,7;72;24,91349481;0;0;0;2;2;0;1;1;1;0;2;0;0;2;1;2;7E4C;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0
99;2U4F;1;20;1,7;65;22,49134948;1;0;0;2;0;1;6;1;1;1;0;3;0;3;0;5;0S0Q;0A4U;0R4C;6O4Y;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;1;0;1;0;0;1;0;0;1;0;0;1
100;2U8V;1;21;1,84;80;23,6294896;3;0;0;2;2;0;2;1;1;1;0;2;0;1;2;3;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;2;1;0;1;0;0;1;0;0;0;1;0;1
101;2U9G;1;21;1,75;75;24,48979592;2;0;0;2;4;1;2;0;0;0;1;1;1;3;0;2;9Y7K;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1
102;2W1Q;0;23;1,63;62;0,002333547;1;1;1;2;4;0;1;0;0;1;1;2;1;2;3;1;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1
103;2W6P;1;22;1,96;73;19,00249896;2;0;0;2;2;1;2;1;1;1;0;2;0;2;1;2;2F8S;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;2;0;0;1;0;0;1;1;0;0;0;0;1
104;2W9X;1;22;1,86;85;24,56931437;3;0;0;1;2;1;2;0;0;0;0;2;0;3;1;2;6W8Z;;;;;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1
105;2Y1K;1;18;1,82;70;21,13271344;2;0;0;2;2;0;6;1;1;1;2;3;0;3;0;6;6K3Y;3O6S;7M6P;8T4H;7A7P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;2;1;0;0;0;0;1;0;0;0;1;0;1
106;2Y1M;1;20;1,71;67;22,91303307;3;1;0;2;4;1;3;1;1;1;1;2;0;2;2;3;0Q5P;9A9I;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1
107;2Y1W;1;18;1,83;72;21,49959688;2;0;0;2;4;1;11;1;1;1;0;0;0;1;2;8;4H1P;7K8M;2A1P;1B2S;8H4M;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;1;1;0;1;0;0;1;0;1;0;0;1;1;1
108;2Y2Q;1;18;1,87;84;24,02127599;2;0;0;1;2;0;1;0;0;0;0;2;0;2;1;3;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;2;1;0;0;0;0;1;1;0;0;0;0;1
109;2Y5X;1;24;1,9;100;27,70083102;2;0;0;2;1;0;4;0;0;0;1;3;0;3;1;3;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
110;2Z9A;1;19;1,82;70;21,13271344;3;0;0;1;2;1;10;1;1;1;1;2;0;3;0;3;2R9X;1U7O;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;2;1;0;0;0;1;1;0;0;0;0;0;1
111;2Z9H;0;19;1,63;60;22,58270917;1;0;0;2;1;1;2;1;1;1;1;2;1;2;1;4;8N8Q;9G6O;4W2W;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1
112;3C4H;0;21;1,6;48;18,75;2;0;0;1;4;1;5;1;1;1;0;0;0;2;3;3;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1;0;1
113;3E1Q;1;22;1,81;74;22,58783309;2;0;0;0;1;1;2;1;1;1;0;2;0;2;0;2;5L0V;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2;0;0;0;1;0;0;0;0;1;0;0;1
114;3E3Y;1;22;1,8;70;21,60493827;2;0;0;2;4;1;4;1;1;1;3;2;0;3;0;3;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
115;3F4Z;1;20;1,82;69;20,83081753;1;0;0;2;2;1;4;1;1;1;0;3;0;1;0;5;0I7G;4C0V;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1
116;3G0E;0;20;1,68;59;20,90419501;0;0;0;1;1;0;1;0;0;0;0;2;0;2;2;3;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;1
117;3H8D;0;22;1,7;73;25,25951557;0;1;0;2;4;0;9;1;1;1;0;3;0;3;1;5;9J2Z;5L2C;1G3P;1O2H;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;2;0;0;1;0;0;1;1;0;0;0;1;1
118;3K7S;0;27;1,53;58;24,77679525;0;0;0;2;1;1;2;0;0;0;0;0;0;1;1;2;4E4W;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;1;0;1;0;0;1;0;0;1;0;0;1
119;3K9G;1;21;1,85;73;21,32943755;3;0;0;2;1;1;7;1;0;0;0;3;0;3;1;7;5F9Z;6C3U;3Y2G;6G4G;4D2Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1
120;3L2B;0;22;1,68;58;20,54988662;2;0;0;2;2;1;2;1;1;1;1;2;0;2;1;2;1I1F;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
121;3L6Q;1;23;1,76;60;19,36983471;3;1;0;2;2;1;3;1;1;1;1;3;0;2;1;3;5R0T;1J5T;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
122;3M5G;1;19;1,8;60;18,51851852;0;1;1;2;1;1;8;0;0;0;0;0;0;3;0;8;0G2I;7U3T;2F2B;0D4Y;7N7F;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0
123;3M6S;0;19;1,64;53;19,70553242;2;0;0;1;2;1;15;1;1;1;3;1;0;3;0;6;5A0R;0O9T;0X7C;3R3M;2M6T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1
124;3O2U;1;22;1,78;60;18,9370029;2;0;0;2;4;1;2;1;1;1;2;3;0;2;2;2;3V4C;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
125;3O6S;1;19;1,7;100;34,60207612;0;0;0;2;0;0;6;1;1;1;0;2;0;2;1;6;2Y1K;6K3Y;7A7P;7M6P;8T4H;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0;1
126;3O6U;0;21;1,75;70;22,85714286;2;0;0;1;0;1;10;1;1;1;0;2;0;2;1;10;4A7O;0F1W;9B5K;1R9D;2R7A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1
127;3Q2Q;0;21;1,7;56;19,37716263;2;1;0;2;4;1;1;0;0;0;0;3;0;2;1;2;8E0Y;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;1
128;3Q5T;1;29;1,7;56;19,37716263;2;0;0;2;0;1;4;0;0;0;0;2;0;2;0;4;8D7X;8S7P;3U9V;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;1;0;0;1;0;0;0;0;1
129;3Q7Q;1;20;1,76;69;22,27530992;3;1;0;2;2;1;3;1;1;1;0;1;0;2;2;3;5C0L;1K9O;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;1
130;3R3M;1;21;1,8;72;22,22222222;1;0;0;1;1;1;12;1;1;1;3;3;0;0;3;6;0X7C;2M6T;0O9T;5A0R;3M6S;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0;0;1
131;3R5P;0;21;1,63;42;15,80789642;2;0;0;2;4;1;2;0;0;0;0;3;0;3;1;3;1W6X;1T9W;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;1;0;0;1;0;0;1;1;0;1;0;0;1
132;3R8M;1;20;1,7;70;24,22145329;3;0;0;2;0;1;4;0;1;1;0;3;0;3;1;3;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;1
133;3S3F;1;22;1,72;75;25,35154137;1;1;0;2;2;1;3;1;1;1;1;1;0;2;1;3;0X6C;4G9N;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;0;0;1;0;0;0;0;0;0;1;1
135;3S5G;0;21;1,63;55;20,70081674;1;0;0;2;1;1;10;1;1;1;1;3;0;3;0;14;4O8C;1Y7U;2J2X;8Q9F;9X1Z;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1
136;3T0E;0;18;1,73;53;17,70857697;1;0;0;2;1;1;5;0;0;0;0;2;0;3;2;5;5D1Z;5J3M;8G7E;8G8P;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1
137;3T0P;0;22;1,67;66;23,66524436;1;1;1;2;2;1;8;0;0;0;1;1;1;2;1;7;9A0P;0A8B;8I1P;4M3X;9F9T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1
138;3U7V;1;20;1,76;60;19,36983471;1;0;0;2;2;1;5;1;1;1;1;1;0;2;0;4;7A0X;0U8E;5Z4K;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;2;0;0;0;1;0;1;0;0;1;0;0;1
