Numéro de formulaire;Genre;Age;Taille;Poids;IMC;Activité physique;Régime particulier;Végé;Fréquence CROUS;Equilibre alim;Seule ou en groupe;Nb groupe entrée;Proximité;Connaissance;Parti groupe;Influ sociale;Percept senso;Nb file;Faim;Stress;Nb convives;Ami 1;Ami 2;Ami 3;Ami 4;Ami 5;Ami 6;Ami 7;Ami 8;Ami 9;Ami 10;Ami 11;Ami 12;Ami 13;Ami 14;Ami 15;Ami 16;Ami 17;onehot_fruits;onehot_fromage;onehot_saladefeculents;onehot_crudites;onehot_charcuterie;onehot_viande;onehot_poisson;onehot_vege;onehot_yaourt;onehot_dessertgourmand;onehot_cremedessert;onehot_accompagnement
2I9R;1.0;19.0;1.75;55.0;20.0;2.0;0.0;0.0;2.0;2;1.0;4.0;1.0;1.0;1.0;2;2.0;1.0;2.0;2.0;4.0;2A4L;8W7P;8V5M;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1
2J2X;0.0;20.0;1.53;50.0;20.0;2.0;0.0;0.0;1.0;2;1.0;6.0;1.0;1.0;1.0;1;3.0;0.0;3.0;2.0;14.0;4O8C;1Y7U;8Q9F;9X1Z;0H5L;1S8D;7N0N;3S5G;1A9V;6A4U;4R8R;9C8Y;7R7Y;;;;;0;0;0;1;0;1;1;0;0;1;0;1
2J2Y;1.0;21.0;1.8;75.0;25.0;1.0;1.0;1.0;2.0;1;1.0;1.0;1.0;1.0;1.0;0;2.0;0.0;1.0;0.0;2.0;7I1E;;;;;;;;;;;;;;;;;1;1;0;0;0;1;0;0;0;0;0;1
2K9I;1.0;22.0;1.85;75.0;20.0;1.0;0.0;0.0;2.0;2;1.0;6.0;1.0;1.0;1.0;0;2.0;0.0;2.0;1.0;5.0;6T3Q;1J6P;8K6W;9W3O;;;;;;;;;;;;;;0;1;0;0;0;1;0;0;0;1;0;1
2L2Z;0.0;19.0;1.59;51.0;20.0;2.0;1.0;1.0;2.0;4;0.0;6.0;1.0;0.0;0.0;0;2.0;0.0;2.0;3.0;6.0;8W4Q;6U3B;4A1V;8B8H;0R4X;;;;;;;;;;;;;1;0;0;1;0;0;1;0;0;0;0;1
2M7S;1.0;18.0;1.7;58.0;20.0;2.0;0.0;0.0;2.0;2;1.0;3.0;1.0;1.0;1.0;0;2.0;0.0;2.0;1.0;3.0;8U4I;7D4K;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;1;0;0;1
2N5P;1.0;18.0;1.89;77.0;20.0;1.0;0.0;0.0;1.0;2;1.0;3.0;1.0;1.0;1.0;0;3.0;0.0;2.0;0.0;2.0;7H7Y;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;1;1;0;1
2Q6Z;1.0;18.0;1.7;58.0;20.0;2.0;0.0;0.0;2.0;2;0.0;3.0;1.0;1.0;1.0;2;2.0;2.0;3.0;0.0;3.0;2B6T;6C9V;;;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;1;0;1
2Q8X;0.0;29.0;1.76;69.0;20.0;0.0;0.0;0.0;2.0;2;1.0;3.0;1.0;0.0;0.0;0;2.0;0.0;0.0;2.0;6.0;1C5X;4C3L;7B2H;8S7L;6O7D;;;;;;;;;;;;;1;0;0;1;0;1;0;0;0;1;0;1
2R7A;1.0;23.0;1.83;79.9;25.0;1.0;0.0;0.0;1.0;0;1.0;10.0;1.0;1.0;1.0;1;1.0;0.0;2.0;3.0;10.0;4A7O;9B5K;1R9D;0F1W;3O6U;9M5B;5Q1R;1W7I;1O2T;;;;;;;;;0;0;0;1;0;0;0;1;1;0;0;1
2R9X;1.0;20.0;1.87;75.0;20.0;2.0;0.0;1.0;1.0;2;1.0;4.0;0.0;0.0;0.0;0;2.0;0.0;2.0;1.0;3.0;2Z9A;1U7O;;;;;;;;;;;;;;;;1;1;0;1;0;0;0;1;0;0;0;1
2U2X;1.0;20.0;1.7;72.0;25.0;0.0;0.0;0.0;2.0;2;0.0;1.0;1.0;1.0;0.0;2;0.0;0.0;2.0;1.0;2.0;7E4C;;;;;;;;;;;;;;;;;0;0;1;0;0;1;0;0;0;0;1;0
2U4F;1.0;20.0;1.7;65.0;20.0;1.0;0.0;0.0;2.0;0;1.0;6.0;1.0;1.0;1.0;0;3.0;0.0;3.0;0.0;5.0;0S0Q;0A4U;0R4C;6O4Y;;;;;;;;;;;;;;1;0;0;1;0;1;0;0;1;0;0;1
2U8V;1.0;21.0;1.84;80.0;25.0;3.0;0.0;0.0;2.0;2;0.0;2.0;1.0;1.0;1.0;0;2.0;0.0;1.0;2.0;3.0;;;;;;;;;;;;;;;;;;1;0;0;1;0;1;0;0;0;1;0;1
2U9G;1.0;21.0;1.75;75.0;25.0;2.0;0.0;0.0;2.0;4;1.0;2.0;0.0;0.0;0.0;1;1.0;1.0;3.0;0.0;2.0;9Y7K;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;1;1;0;0;1
2W1Q;0.0;23.0;1.63;62.0;0.0;1.0;1.0;1.0;2.0;4;0.0;1.0;0.0;0.0;1.0;1;2.0;1.0;2.0;3.0;1.0;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;0;0;0;1
2W6P;1.0;22.0;1.96;73.0;20.0;2.0;0.0;0.0;2.0;2;1.0;2.0;1.0;1.0;1.0;0;2.0;0.0;2.0;1.0;2.0;2F8S;;;;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;0;1;0;1
2W9X;1.0;22.0;1.86;85.0;25.0;3.0;0.0;0.0;1.0;2;1.0;2.0;0.0;0.0;0.0;0;2.0;0.0;3.0;1.0;2.0;6W8Z;;;;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;1;0;0;1
2Y1K;1.0;18.0;1.82;70.0;20.0;2.0;0.0;0.0;2.0;2;0.0;6.0;1.0;1.0;1.0;2;3.0;0.0;3.0;0.0;6.0;6K3Y;3O6S;7M6P;8T4H;7A7P;;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;1;0;1
2Y1M;1.0;20.0;1.71;67.0;25.0;3.0;1.0;0.0;2.0;4;1.0;3.0;1.0;1.0;1.0;1;2.0;0.0;2.0;2.0;3.0;0Q5P;9A9I;;;;;;;;;;;;;;;;1;0;0;1;0;0;1;0;1;0;0;1
2Y1W;1.0;18.0;1.83;72.0;20.0;2.0;0.0;0.0;2.0;4;1.0;11.0;1.0;1.0;1.0;0;0.0;0.0;1.0;2.0;8.0;4H1P;7K8M;2A1P;1B2S;8H4M;0Z9C;8O3V;;;;;;;;;;;0;1;0;0;1;0;1;0;0;0;1;1
2Y2Q;1.0;18.0;1.87;84.0;25.0;2.0;0.0;0.0;1.0;2;0.0;1.0;0.0;0.0;0.0;0;2.0;0.0;2.0;1.0;3.0;;;;;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;0;0;1
2Y5X;1.0;24.0;1.9;100.0;30.0;2.0;0.0;0.0;2.0;1;0.0;4.0;0.0;0.0;0.0;1;3.0;0.0;3.0;1.0;3.0;;;;;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;0;0;0
2Z9A;1.0;19.0;1.82;70.0;20.0;3.0;0.0;0.0;1.0;2;1.0;10.0;1.0;1.0;1.0;1;2.0;0.0;3.0;0.0;3.0;2R9X;1U7O;;;;;;;;;;;;;;;;1;0;0;0;1;1;0;0;0;0;0;1
2Z9H;0.0;19.0;1.63;60.0;25.0;1.0;0.0;0.0;2.0;1;1.0;2.0;1.0;1.0;1.0;1;2.0;1.0;2.0;1.0;4.0;8N8Q;9G6O;4W2W;;;;;;;;;;;;;;;1;0;1;0;0;1;0;0;0;0;0;1
3C4H;0.0;21.0;1.6;48.0;20.0;2.0;0.0;0.0;1.0;4;1.0;5.0;1.0;1.0;1.0;0;0.0;0.0;2.0;3.0;3.0;;;;;;;;;;;;;;;;;;0;0;0;0;1;1;0;0;0;1;0;1
3E1Q;1.0;22.0;1.81;74.0;25.0;2.0;0.0;0.0;0.0;1;1.0;2.0;1.0;1.0;1.0;0;2.0;0.0;2.0;0.0;2.0;5L0V;;;;;;;;;;;;;;;;;0;0;1;0;0;0;1;0;1;0;0;1
3E3Y;1.0;22.0;1.8;70.0;20.0;2.0;0.0;0.0;2.0;4;1.0;4.0;1.0;1.0;1.0;3;2.0;0.0;3.0;0.0;3.0;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1
3F4Z;1.0;20.0;1.82;69.0;20.0;1.0;0.0;0.0;2.0;2;1.0;4.0;1.0;1.0;1.0;0;3.0;0.0;1.0;0.0;5.0;0I7G;4C0V;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;1;1;0;0;1
3G0E;0.0;20.0;1.68;59.0;20.0;0.0;0.0;0.0;1.0;1;0.0;1.0;0.0;0.0;0.0;0;2.0;0.0;2.0;2.0;3.0;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;1;0;0;1;0;1
3H8D;0.0;22.0;1.7;73.0;25.0;0.0;1.0;0.0;2.0;4;0.0;9.0;1.0;1.0;1.0;0;3.0;0.0;3.0;1.0;5.0;9J2Z;5L2C;1G3P;1O2H;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;0;0;1;1
3K7S;0.0;27.0;1.53;58.0;25.0;0.0;0.0;0.0;2.0;1;1.0;2.0;0.0;0.0;0.0;0;0.0;0.0;1.0;1.0;2.0;4E4W;;;;;;;;;;;;;;;;;1;0;0;1;0;1;0;0;1;0;0;1
3K9G;1.0;21.0;1.85;73.0;20.0;3.0;0.0;0.0;2.0;1;1.0;7.0;1.0;0.0;0.0;0;3.0;0.0;3.0;1.0;7.0;5F9Z;6C3U;3Y2G;6G4G;4D2Y;0Y5X;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;1;0;1
3L2B;0.0;22.0;1.68;58.0;20.0;2.0;0.0;0.0;2.0;2;1.0;2.0;1.0;1.0;1.0;1;2.0;0.0;2.0;1.0;2.0;1I1F;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1
3L6Q;1.0;23.0;1.76;60.0;20.0;3.0;1.0;0.0;2.0;2;1.0;3.0;1.0;1.0;1.0;1;3.0;0.0;2.0;1.0;3.0;5R0T;1J5T;;;;;;;;;;;;;;;;1;0;1;0;0;0;1;0;0;0;0;1
3M5G;1.0;19.0;1.8;60.0;20.0;0.0;1.0;1.0;2.0;1;1.0;8.0;0.0;0.0;0.0;0;0.0;0.0;3.0;0.0;8.0;0G2I;7U3T;2F2B;0D4Y;7N7F;6T9D;6E9U;;;;;;;;;;;1;0;0;0;1;0;0;1;1;0;0;0
3M6S;0.0;19.0;1.64;53.0;20.0;2.0;0.0;0.0;1.0;2;1.0;15.0;1.0;1.0;1.0;3;1.0;0.0;3.0;0.0;6.0;5A0R;0O9T;0X7C;3R3M;2M6T;;;;;;;;;;;;;0;1;0;0;0;0;1;0;0;0;0;1
3O2U;1.0;22.0;1.78;60.0;20.0;2.0;0.0;0.0;2.0;4;1.0;2.0;1.0;1.0;1.0;2;3.0;0.0;2.0;2.0;2.0;3V4C;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1
3O6S;1.0;19.0;1.7;100.0;35.0;0.0;0.0;0.0;2.0;0;0.0;6.0;1.0;1.0;1.0;0;2.0;0.0;2.0;1.0;6.0;2Y1K;6K3Y;7A7P;7M6P;8T4H;;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;1;0;1
3O6U;0.0;21.0;1.75;70.0;25.0;2.0;0.0;0.0;1.0;0;1.0;10.0;1.0;1.0;1.0;0;2.0;0.0;2.0;1.0;10.0;4A7O;0F1W;9B5K;1R9D;2R7A;1O2T;9M5B;1W7I;5Q1R;;;;;;;;;0;0;0;0;0;1;0;0;1;1;0;1
3Q2Q;0.0;21.0;1.7;56.0;20.0;2.0;1.0;0.0;2.0;4;1.0;1.0;0.0;0.0;0.0;0;3.0;0.0;2.0;1.0;2.0;8E0Y;;;;;;;;;;;;;;;;;1;0;0;1;0;0;1;0;0;0;0;1
3Q5T;1.0;29.0;1.7;56.0;20.0;2.0;0.0;0.0;2.0;0;1.0;4.0;0.0;0.0;0.0;0;2.0;0.0;2.0;0.0;4.0;8D7X;8S7P;3U9V;;;;;;;;;;;;;;;0;0;1;0;0;1;0;0;0;1;0;1
3Q7Q;1.0;20.0;1.76;69.0;20.0;3.0;1.0;0.0;2.0;2;1.0;3.0;1.0;1.0;1.0;0;1.0;0.0;2.0;2.0;3.0;5C0L;1K9O;;;;;;;;;;;;;;;;1;0;0;0;1;0;1;0;0;0;0;1
3R3M;1.0;21.0;1.8;72.0;20.0;1.0;0.0;0.0;1.0;1;1.0;12.0;1.0;1.0;1.0;3;3.0;0.0;0.0;3.0;6.0;0X7C;2M6T;0O9T;5A0R;3M6S;;;;;;;;;;;;;1;0;0;0;0;0;1;0;0;0;0;1
3R5P;0.0;21.0;1.63;42.0;15.0;2.0;0.0;0.0;2.0;4;1.0;2.0;0.0;0.0;0.0;0;3.0;0.0;3.0;1.0;3.0;1W6X;1T9W;;;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;1;0;0;1
3R8M;1.0;20.0;1.7;70.0;25.0;3.0;0.0;0.0;2.0;0;1.0;4.0;0.0;1.0;1.0;0;3.0;0.0;3.0;1.0;3.0;;;;;;;;;;;;;;;;;;0;1;1;0;0;0;0;1;0;0;0;1
3S3F;1.0;22.0;1.72;75.0;25.0;1.0;1.0;0.0;2.0;2;1.0;3.0;1.0;1.0;1.0;1;1.0;0.0;2.0;1.0;3.0;0X6C;4G9N;;;;;;;;;;;;;;;;0;0;1;0;0;0;1;0;0;1;1;1
3S5G;0.0;21.0;1.63;55.0;20.0;1.0;0.0;0.0;2.0;1;1.0;10.0;1.0;1.0;1.0;1;3.0;0.0;3.0;0.0;14.0;4O8C;1Y7U;2J2X;8Q9F;9X1Z;0H5L;1S8D;7N0N;1A9V;6A4U;4R8R;7R7Y;9C8Y;;;;;0;0;0;0;1;1;0;0;0;1;0;1
3T0E;0.0;18.0;1.73;53.0;20.0;1.0;0.0;0.0;2.0;1;1.0;5.0;0.0;0.0;0.0;0;2.0;0.0;3.0;2.0;5.0;5D1Z;5J3M;8G7E;8G8P;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;1;0;0;1
3T0P;0.0;22.0;1.67;66.0;25.0;1.0;1.0;1.0;2.0;2;1.0;8.0;0.0;0.0;0.0;1;1.0;1.0;2.0;1.0;7.0;9A0P;0A8B;8I1P;4M3X;9F9T;0F7G;;;;;;;;;;;;1;0;0;0;0;0;0;1;0;0;0;1
3U7V;1.0;20.0;1.76;60.0;20.0;1.0;0.0;0.0;2.0;2;1.0;5.0;1.0;1.0;1.0;1;1.0;0.0;2.0;0.0;4.0;7A0X;0U8E;5Z4K;;;;;;;;;;;;;;;0;0;1;0;0;1;0;0;1;0;0;1
3U8T;1.0;20.0;1.74;64.0;20.0;2.0;0.0;0.0;1.0;2;1.0;4.0;1.0;1.0;1.0;0;0.0;0.0;2.0;1.0;4.0;7H9N;0I8Y;5R8S;;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;1;0;0;1
3U9V;1.0;24.0;1.8;70.0;20.0;2.0;0.0;0.0;2.0;2;1.0;4.0;1.0;1.0;1.0;1;2.0;0.0;2.0;1.0;4.0;8D7X;3Q5T;8S7P;;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;0;1;0;1
3V0A;1.0;24.0;1.9;83.0;25.0;2.0;0.0;0.0;2.0;2;0.0;1.0;0.0;0.0;0.0;0;1.0;0.0;2.0;1.0;1.0;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;1;0;0;1;0;1
3V4C;0.0;22.0;1.66;55.0;20.0;1.0;1.0;0.0;2.0;4;1.0;2.0;1.0;1.0;1.0;3;3.0;1.0;3.0;1.0;2.0;3O2U;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1
3V6V;1.0;21.0;1.8;50.0;15.0;1.0;0.0;0.0;2.0;4;1.0;2.0;1.0;1.0;1.0;0;1.0;0.0;1.0;2.0;2.0;0I6B;;;;;;;;;;;;;;;;;1;0;0;1;1;1;0;0;0;0;0;1
3W5V;0.0;19.0;1.56;48.0;20.0;2.0;0.0;0.0;2.0;1;0.0;2.0;1.0;1.0;1.0;1;3.0;0.0;2.0;0.0;2.0;0R4J;;;;;;;;;;;;;;;;;0;0;0;1;0;0;1;0;0;1;0;1
3W7U;1.0;21.0;1.85;67.0;20.0;2.0;0.0;0.0;1.0;2;1.0;5.0;1.0;1.0;1.0;0;2.0;0.0;2.0;1.0;5.0;3P0Q;7K6K;4K9H;9K2R;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;1;0;0;1
3Y2G;1.0;21.0;1.8;70.0;20.0;1.0;1.0;1.0;2.0;4;1.0;7.0;1.0;0.0;0.0;0;0.0;0.0;2.0;2.0;7.0;0Y5X;4D2Y;6C3U;5F9Z;3K9G;6G4G;;;;;;;;;;;;0;1;0;0;1;0;0;1;1;0;0;1
3Y3E;1.0;20.0;1.82;70.0;20.0;2.0;0.0;0.0;2.0;1;1.0;2.0;1.0;1.0;1.0;0;0.0;0.0;3.0;0.0;2.0;2U5M;;;;;;;;;;;;;;;;;1;0;0;0;1;0;1;0;1;0;0;1
4A1V;1.0;21.0;1.68;55.0;20.0;2.0;0.0;0.0;2.0;1;0.0;6.0;1.0;1.0;1.0;1;3.0;0.0;2.0;0.0;6.0;6U3B;8B8H;2L2Z;8W4Q;0R4X;;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;0;1;1
4A4Z;1.0;21.0;1.86;75.0;20.0;3.0;0.0;0.0;1.0;2;1.0;3.0;1.0;1.0;1.0;0;3.0;0.0;3.0;0.0;2.0;4D8M;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;1;0;1;0;1
4A7O;1.0;25.0;1.7;80.0;30.0;1.0;0.0;0.0;2.0;1;1.0;10.0;1.0;1.0;1.0;2;3.0;0.0;2.0;0.0;10.0;0F1W;9B5K;2R7A;3O6U;9M5B;5Q1R;1W7I;1O2T;1R9D;;;;;;;;;0;0;0;0;1;1;0;1;0;1;0;1
4B5E;1.0;23.0;1.71;70.0;25.0;1.0;1.0;0.0;2.0;1;1.0;3.0;1.0;1.0;1.0;0;3.0;0.0;3.0;2.0;3.0;9P2T;9E7A;;;;;;;;;;;;;;;;1;0;1;0;0;0;1;0;0;0;0;1
4C0V;1.0;21.0;1.88;78.0;20.0;1.0;1.0;1.0;2.0;2;1.0;3.0;1.0;1.0;1.0;0;1.0;0.0;3.0;0.0;5.0;0I7G;3F4Z;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;0;0;0;1
4D0S;1.0;18.0;1.85;64.0;20.0;3.0;0.0;0.0;2.0;2;1.0;3.0;1.0;0.0;0.0;1;2.0;0.0;2.0;1.0;3.0;8P9D;8N1H;;;;;;;;;;;;;;;;1;0;1;0;0;0;1;0;1;0;0;1
4D2Y;1.0;21.0;1.7;63.0;20.0;1.0;0.0;0.0;2.0;4;0.0;1.0;1.0;0.0;0.0;0;0.0;0.0;2.0;0.0;7.0;3K9G;5F9Z;0Y5X;3Y2G;6C3U;6G4G;;;;;;;;;;;;0;0;0;0;0;1;0;0;1;1;0;1
4D4V;1.0;21.0;1.78;75.0;25.0;2.0;0.0;0.0;2.0;2;1.0;4.0;1.0;1.0;1.0;1;3.0;0.0;3.0;3.0;2.0;5Y6U;;;;;;;;;;;;;;;;;1;0;0;0;1;1;0;0;0;0;0;1
4D8M;1.0;20.0;1.78;63.0;20.0;3.0;0.0;0.0;1.0;2;1.0;3.0;1.0;1.0;1.0;0;0.0;1.0;3.0;1.0;2.0;4A4Z;;;;;;;;;;;;;;;;;0;1;0;0;0;0;1;0;0;1;0;1
4F9D;1.0;29.0;1.7;56.0;20.0;2.0;0.0;0.0;2.0;1;1.0;4.0;0.0;0.0;0.0;1;1.0;0.0;2.0;0.0;4.0;5M0T;9R6Y;1G7G;;;;;;;;;;;;;;;0;0;1;0;0;0;1;0;0;0;1;1
4H1P;1.0;18.0;1.69;56.0;20.0;1.0;0.0;0.0;2.0;2;1.0;11.0;1.0;0.0;0.0;0;2.0;0.0;3.0;2.0;8.0;2Y1W;2A1P;7K8M;1B2S;8H4M;0Z9C;8O3V;;;;;;;;;;;1;0;0;0;1;1;0;0;1;0;0;1
4H1X;1.0;19.0;1.87;75.0;20.0;2.0;0.0;0.0;2.0;0;0.0;6.0;1.0;1.0;1.0;0;0.0;2.0;3.0;0.0;6.0;6V9Q;1Y9W;1C3K;0H8R;8N4I;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0
4K3B;1.0;20.0;1.77;64.0;20.0;2.0;0.0;0.0;1.0;1;1.0;6.0;0.0;0.0;0.0;0;2.0;0.0;1.0;0.0;3.0;6H4A;1Y9T;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;1;0;0;0
4L1N;1.0;18.0;1.95;77.0;20.0;0.0;0.0;0.0;2.0;1;1.0;4.0;1.0;1.0;1.0;1;3.0;2.0;3.0;0.0;4.0;7K6G;5D2H;3S6B;;;;;;;;;;;;;;;0;0;0;0;1;1;0;0;1;0;0;1
4M4I;1.0;25.0;1.7;71.0;25.0;1.0;0.0;0.0;1.0;2;1.0;5.0;1.0;0.0;0.0;0;1.0;1.0;1.0;0.0;6.0;9I2L;9I1E;9R1R;8A1R;1F9Y;;;;;;;;;;;;;0;0;0;1;1;1;0;0;0;0;0;1
4O4Z;1.0;21.0;1.71;85.0;30.0;2.0;0.0;0.0;1.0;4;0.0;1.0;0.0;0.0;0.0;0;3.0;0.0;2.0;1.0;3.0;;;;;;;;;;;;;;;;;;1;0;0;1;0;1;0;0;0;0;0;1
4O8C;1.0;21.0;1.84;66.0;20.0;1.0;0.0;0.0;2.0;2;1.0;8.0;1.0;1.0;1.0;0;3.0;0.0;2.0;0.0;14.0;1Y7U;2J2X;8Q9F;9X1Z;0H5L;1S8D;7N0N;3S5G;1A9V;6A4U;4R8R;9C8Y;7R7Y;;;;;0;0;0;0;1;1;0;1;0;1;0;1
4P8C;0.0;25.0;1.65;50.0;20.0;2.0;0.0;0.0;2.0;2;1.0;5.0;1.0;1.0;1.0;0;3.0;0.0;2.0;0.0;5.0;5L7H;5Q8S;1V0X;5W0Z;;;;;;;;;;;;;;1;0;0;1;0;1;0;0;0;1;0;1
4S9Z;1.0;22.0;1.89;85.0;25.0;2.0;0.0;0.0;1.0;2;0.0;2.0;1.0;1.0;1.0;0;0.0;0.0;1.0;2.0;3.0;;;;;;;;;;;;;;;;;;1;0;0;1;0;1;0;0;0;0;0;1
4T1L;0.0;21.0;1.67;56.0;20.0;3.0;0.0;0.0;2.0;1;1.0;2.0;0.0;0.0;0.0;0;1.0;2.0;1.0;2.0;2.0;3W6I;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;0;0;1
4U3U;1.0;23.0;1.78;71.0;20.0;3.0;0.0;0.0;2.0;4;0.0;1.0;1.0;0.0;0.0;0;3.0;1.0;2.0;0.0;1.0;;;;;;;;;;;;;;;;;;1;0;1;0;0;1;1;0;0;1;0;1
4U8Q;1.0;18.0;1.77;85.0;25.0;1.0;0.0;0.0;2.0;1;1.0;8.0;1.0;1.0;1.0;0;0.0;0.0;3.0;3.0;3.0;;3M8I;;;;;;;;;;;;;;;;0;1;0;0;0;0;1;0;1;0;1;1
4U9D;1.0;19.0;1.8;62.0;20.0;2.0;0.0;0.0;2.0;1;1.0;3.0;1.0;1.0;1.0;0;3.0;2.0;3.0;1.0;3.0;8W4J;9K0Q;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;0;0;0;1
4W5E;1.0;21.0;1.83;70.0;20.0;2.0;1.0;1.0;2.0;2;0.0;1.0;0.0;0.0;0.0;0;2.0;0.0;3.0;1.0;1.0;;;;;;;;;;;;;;;;;;1;0;0;1;0;0;1;0;0;0;0;1
4Z5F;1.0;21.0;1.68;58.0;20.0;0.0;0.0;0.0;2.0;1;0.0;1.0;0.0;0.0;0.0;0;2.0;1.0;1.0;0.0;1.0;;;;;;;;;;;;;;;;;;0;1;0;0;0;1;0;0;1;0;0;1
5A5R;1.0;32.0;1.71;76.0;25.0;1.0;0.0;0.0;0.0;2;0.0;1.0;0.0;0.0;0.0;0;3.0;0.0;2.0;1.0;1.0;;;;;;;;;;;;;;;;;;0;0;1;0;0;1;0;0;0;1;0;1
5B2Z;1.0;21.0;1.95;68.0;20.0;2.0;0.0;0.0;2.0;1;1.0;4.0;1.0;1.0;1.0;0;0.0;0.0;3.0;0.0;4.0;0O5Q;5I3E;9J6M;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;1
5B3U;1.0;23.0;1.75;60.0;20.0;1.0;1.0;1.0;2.0;2;0.0;1.0;1.0;0.0;0.0;0;3.0;1.0;2.0;2.0;1.0;;;;;;;;;;;;;;;;;;1;0;0;1;0;0;0;1;0;1;0;1
5C7B;1.0;21.0;1.84;93.0;25.0;2.0;0.0;1.0;1.0;2;0.0;1.0;1.0;0.0;0.0;0;2.0;1.0;2.0;2.0;3.0;;;;;;;;;;;;;;;;;;1;0;0;1;0;0;0;1;1;0;0;0
